customer_key,customer_number,customer_name,age,age_group,customer_segment,last_order_date,recency,total_orders,total_sales,total_quantity,lifespan,avg_order_value,avg_monthly_spend
1085,AW00012084,Aidan Perry,73,50 and above,VIP,19-07-2013,153,2,5985,6,6,2992.5,299.25
16276,AW00027275,Aidan Powell,51,50 and above,New,27-11-2012,161,1,2049,1,1,2049,2049
542,AW00011541,Aidan Ross,61,50 and above,VIP,13-04-2013,156,2,5973,5,5,2986.5,314.3684
3468,AW00014467,Aidan Russell,59,50 and above,New,10-05-2013,155,1,40,2,2,40,40
12457,AW00023456,Aidan Simmons,64,50 and above,New,23-05-2013,155,1,157,4,4,157,157
12445,AW00023444,Aidan Washington,46,40-49,New,06-10-2013,151,1,549,2,2,549,549
3748,AW00014747,Aidan Wood,59,50 and above,Regular,28-09-2013,151,2,1503,3,3,751.5,62.625
15592,AW00026591,Aimee Chen,56,50 and above,Regular,01-12-2013,149,2,1957,3,3,978.5,122.3125
11602,AW00022601,Aimee Gao,62,50 and above,New,22-08-2013,152,1,565,3,3,565,565
6076,AW00017075,Aimee Guo,56,50 and above,New,22-08-2013,152,2,77,3,3,38.5,77
94,AW00011093,Aimee He,47,40-49,VIP,08-06-2013,155,3,8180,7,7,2726.6667,314.6154
16982,AW00027981,Aimee Hu,44,40-49,New,31-01-2013,159,1,40,2,2,40,40
12161,AW00023160,Aimee Huang,44,40-49,New,17-09-2013,151,1,674,4,4,674,674
6916,AW00017915,Aimee Li,42,40-49,Regular,07-09-2013,152,2,4792,5,5,2396,171.1429
17581,AW00028580,Aimee Liu,49,40-49,Regular,09-06-2013,155,2,4793,2,2,2396.5,191.72
9343,AW00020342,Aimee Lu,59,50 and above,New,07-10-2013,151,1,79,2,2,79,79
10869,AW00021868,Aimee Ma,73,50 and above,New,05-02-2013,159,1,5,1,1,5,5
826,AW00011825,Aimee She,54,50 and above,VIP,12-02-2013,158,2,5900,3,3,2950,393.3333
7320,AW00018319,Aimee Sun,77,50 and above,New,24-04-2013,156,1,60,3,3,60,60
10012,AW00021011,Aimee Wang,59,50 and above,New,18-06-2013,154,2,2528,4,4,1264,280.8889
5691,AW00016690,Aimee Wu,54,50 and above,New,01-10-2013,151,2,166,5,5,83,166
8343,AW00019342,Aimee Zeng,52,50 and above,New,06-05-2013,156,1,31,3,3,31,31
15026,AW00026025,Aimee Zhang,50,50 and above,Regular,22-10-2013,150,2,1917,4,4,958.5,100.8947
13284,AW00024283,Aimee Zheng,65,50 and above,New,18-10-2013,150,2,3947,5,5,1973.5,394.7
9730,AW00020729,Aimee Zhou,49,40-49,New,20-06-2013,154,1,78,4,4,78,78
7296,AW00018295,Ajay Solanki,61,50 and above,New,12-05-2013,155,2,144,3,3,72,144
10051,AW00021050,Alan Cai,52,50 and above,New,14-02-2013,158,1,584,3,3,584,584
2580,AW00013579,Alan Chen,69,50 and above,VIP,18-11-2013,149,4,7294,10,10,1823.5,235.2903
14654,AW00025653,Alan Gao,43,40-49,New,14-05-2013,155,1,30,2,2,30,30
1266,AW00012265,Alan Guo,61,50 and above,VIP,06-08-2013,153,2,5964,5,5,2982,220.8889
1211,AW00012210,Alan He,42,40-49,VIP,11-11-2013,149,3,6825,6,5,2275,359.2105
677,AW00011676,Alan Hu,54,50 and above,New,09-12-2013,149,2,91,3,3,45.5,30.3333
1672,AW00012671,Alan Huang,46,40-49,VIP,29-08-2013,152,3,6802,6,6,2267.3333,377.8889
16774,AW00027773,Alan Li,53,50 and above,New,20-11-2013,149,1,777,2,2,777,777
18064,AW00029063,Alan Liang,63,50 and above,New,07-06-2013,155,1,801,3,3,801,801
11974,AW00022973,Alan Lin,74,50 and above,New,28-12-2013,148,1,7,2,2,7,7
5465,AW00016464,Alan Liu,46,40-49,New,07-09-2013,152,2,45,3,3,22.5,11.25
8762,AW00019761,Alan Lu,70,50 and above,New,12-12-2013,148,1,68,3,3,68,68
12907,AW00023906,Alan Ma,47,40-49,New,10-04-2013,156,1,2443,1,1,2443,2443
14598,AW00025597,Alan She,50,50 and above,New,17-12-2013,148,1,540,1,1,540,540
13258,AW00024257,Alan Shen,67,50 and above,New,07-10-2013,151,2,2771,5,5,1385.5,251.9091
1803,AW00012802,Alan Sun,52,50 and above,New,12-01-2014,147,1,40,2,2,40,40
2623,AW00013622,Alan Wang,46,40-49,VIP,01-11-2013,150,3,6841,7,7,2280.3333,456.0667
5742,AW00016741,Alan Xu,80,50 and above,VIP,20-03-2013,157,2,6056,3,3,3028,242.24
4606,AW00015605,Alan Yang,56,50 and above,New,23-11-2013,149,2,40,3,3,20,40
9783,AW00020782,Alan Ye,50,50 and above,New,10-09-2013,151,1,1197,5,5,1197,1197
11322,AW00022321,Alan Zeng,50,50 and above,New,12-08-2013,152,1,1701,1,1,1701,1701
11836,AW00022835,Alan Zhang,72,50 and above,New,14-03-2013,157,1,39,2,2,39,39
51,AW00011050,Alan Zheng,69,50 and above,VIP,19-11-2013,149,3,5007,6,6,1669,156.4688
5481,AW00016480,Alan Zhou,66,50 and above,New,12-01-2014,147,2,145,5,5,72.5,24.1667
6321,AW00017320,Alan Zhu,50,50 and above,Regular,25-11-2013,149,2,4391,4,4,2195.5,137.2188
6646,AW00017645,Albert Alonso,49,40-49,New,12-11-2013,149,2,132,4,4,66,132
5625,AW00016624,Albert Alvarez,42,40-49,VIP,23-12-2013,148,2,5938,4,4,2969,169.6571
2582,AW00013581,Albert Blanco,74,50 and above,VIP,09-06-2013,155,3,8375,8,7,2791.6667,288.7931
6858,AW00017857,Albert Cabello,40,40-49,New,29-06-2013,154,1,25,1,1,25,25
7530,AW00018529,Albert Castro,59,50 and above,New,28-01-2014,147,1,40,2,2,40,40
1437,AW00012436,Albert Diaz,65,50 and above,New,16-06-2013,154,1,42,3,3,42,42
16126,AW00027125,Albert Dominguez,51,50 and above,New,17-08-2013,152,1,608,4,4,608,608
1384,AW00012383,Albert Gomez,47,40-49,VIP,08-08-2013,153,2,5898,2,2,2949,226.8462
14619,AW00025618,Albert Hernandez,52,50 and above,New,01-01-2013,160,1,2398,3,3,2398,2398
1390,AW00012389,Albert Jiménez,48,40-49,New,13-11-2013,149,1,50,1,1,50,50
15838,AW00026837,Albert Martin,55,50 and above,New,13-05-2013,155,1,549,2,2,549,549
1403,AW00012402,Albert Moreno,49,40-49,New,02-06-2013,155,3,5218,6,6,1739.3333,474.3636
10562,AW00021561,Albert Navarro,48,40-49,Regular,29-08-2013,152,2,4947,5,5,2473.5,274.8333
10687,AW00021686,Albert Ortega,46,40-49,New,19-07-2013,153,1,10,1,1,10,10
16717,AW00027716,Albert Ramos,53,50 and above,New,29-06-2013,154,1,7,2,2,7,7
5132,AW00016131,Albert Romero,60,50 and above,New,05-11-2013,150,1,166,3,3,166,166
16847,AW00027846,Albert Rubio,58,50 and above,New,03-12-2013,149,1,791,4,4,791,791
9162,AW00020161,Albert Sanz,71,50 and above,New,26-06-2013,154,1,39,2,2,39,39
2329,AW00013328,Albert Serrano,81,50 and above,New,07-07-2013,154,2,4708,6,5,2354,2354
9951,AW00020950,Albert Suarez,40,40-49,New,06-05-2013,156,1,32,2,2,32,32
6577,AW00017576,Albert Vazquez,51,50 and above,New,16-08-2013,152,1,1751,2,2,1751,1751
14351,AW00025350,Alberto Alonso,63,50 and above,New,12-09-2013,151,1,32,3,3,32,32
12359,AW00023358,Alberto Alvarez,41,40-49,New,16-08-2013,152,1,562,4,4,562,562
16868,AW00027867,Alberto Blanco,44,40-49,New,07-08-2013,153,1,2443,3,3,2443,2443
3175,AW00014174,Alberto Diaz,69,50 and above,New,22-02-2013,158,1,39,3,3,39,39
15079,AW00026078,Alberto Dominguez,53,50 and above,New,24-02-2013,158,1,65,3,3,65,65
6734,AW00017733,Alberto Gill,41,40-49,Regular,20-07-2013,153,2,4757,4,4,2378.5,176.1852
14178,AW00025177,Alberto Gomez,48,40-49,New,25-01-2014,147,1,37,3,3,37,37
4462,AW00015461,Alberto Gutierrez,78,50 and above,New,24-09-2013,151,2,89,5,5,44.5,12.7143
14030,AW00025029,Alberto Hernandez,67,50 and above,New,30-07-2013,153,2,2271,6,6,1135.5,206.4545
4216,AW00015215,Alberto Jiménez,54,50 and above,New,12-10-2013,150,2,4468,6,6,2234,446.8
8389,AW00019388,Alberto Martin,40,40-49,New,17-04-2013,156,1,45,4,4,45,45
2009,AW00013008,Alberto Muñoz,49,40-49,New,17-12-2013,148,3,100,7,6,33.3333,25
541,AW00011540,Alberto Navarro,56,50 and above,VIP,21-03-2013,157,2,5958,5,5,2979,331
6951,AW00017950,Alberto Ortega,61,50 and above,New,04-08-2013,153,2,2732,5,5,1366,390.2857
1240,AW00012239,Alberto Ramos,78,50 and above,VIP,17-12-2013,148,3,6901,8,7,2300.3333,345.05
587,AW00011586,Alberto Romero,54,50 and above,New,28-10-2013,150,1,9,1,1,9,9
15974,AW00026973,Alberto Rowe,47,40-49,New,12-05-2013,155,1,39,2,2,39,39
14213,AW00025212,Alberto Ruiz,57,50 and above,New,15-11-2013,149,1,27,3,3,27,27
9925,AW00020924,Alberto Sanz,42,40-49,New,28-06-2013,154,1,70,3,3,70,70
4801,AW00015800,Alberto Serrano,55,50 and above,New,27-11-2013,149,2,4399,3,2,2199.5,399.9091
7720,AW00018719,Alberto Suarez,56,50 and above,New,09-01-2014,148,2,89,3,3,44.5,9.8889
17900,AW00028899,Alejandro Anand,66,50 and above,New,25-12-2013,148,1,60,3,3,60,60
17692,AW00028691,Alejandro Andersen,50,50 and above,New,03-10-2013,151,1,777,2,2,777,777
26,AW00011025,Alejandro Beck,74,50 and above,VIP,25-10-2013,150,3,6577,6,6,2192.3333,199.303
2939,AW00013938,Alejandro Cai,53,50 and above,New,17-03-2013,157,2,3071,6,6,1535.5,1023.6667
13456,AW00024455,Alejandro Chander,56,50 and above,New,15-04-2013,156,1,75,3,3,75,75
6847,AW00017846,Alejandro Chavez,45,40-49,New,30-07-2013,153,1,70,3,3,70,70
3948,AW00014947,Alejandro Chen,50,50 and above,VIP,07-11-2013,150,3,6658,6,6,2219.3333,237.7857
13514,AW00024513,Alejandro Deng,44,40-49,New,11-04-2013,156,1,39,3,3,39,39
4066,AW00015065,Alejandro Gao,44,40-49,New,02-03-2013,158,1,24,2,2,24,24
2078,AW00013077,Alejandro Goel,58,50 and above,VIP,10-11-2013,149,3,6766,6,5,2255.3333,375.8889
6800,AW00017799,Alejandro Guo,55,50 and above,New,31-05-2013,155,2,3908,3,3,1954,558.2857
2126,AW00013125,Alejandro Hu,50,50 and above,New,20-12-2013,148,3,138,6,5,46,19.7143
465,AW00011464,Alejandro Huang,48,40-49,VIP,01-07-2013,154,3,8128,7,7,2709.3333,353.3913
3056,AW00014055,Alejandro Kumar,60,50 and above,VIP,28-12-2013,148,3,5177,6,6,1725.6667,323.5625
1214,AW00012213,Alejandro Lal,52,50 and above,New,01-04-2013,157,2,4419,5,5,2209.5,441.9
16520,AW00027519,Alejandro Li,61,50 and above,New,30-11-2013,149,1,79,2,2,79,79
18194,AW00029193,Alejandro Liang,54,50 and above,New,10-12-2013,148,1,50,3,3,50,50
1564,AW00012563,Alejandro Lin,79,50 and above,New,01-07-2013,154,2,119,4,4,59.5,119
8556,AW00019555,Alejandro Liu,51,50 and above,VIP,16-04-2013,156,2,6110,4,4,3055,305.5
14621,AW00025620,Alejandro Lu,52,50 and above,New,10-04-2013,156,1,40,2,2,40,40
1317,AW00012316,Alejandro Luo,61,50 and above,New,19-03-2013,157,3,6799,6,6,2266.3333,755.4444
6188,AW00017187,Alejandro Ma,65,50 and above,Regular,31-07-2013,153,2,3310,4,4,1655,206.875
8365,AW00019364,Alejandro Nara,52,50 and above,Regular,01-12-2013,149,3,4313,6,6,1437.6667,143.7667
13867,AW00024866,Alejandro Nath,64,50 and above,New,09-03-2013,158,1,27,3,3,27,27
10991,AW00021990,Alejandro Rai,50,50 and above,New,06-04-2013,157,1,99,4,4,99,99
5945,AW00016944,Alejandro Raji,82,50 and above,New,03-01-2013,160,2,4253,5,5,2126.5,850.6
16439,AW00027438,Alejandro Shan,69,50 and above,New,21-05-2013,155,1,27,3,3,27,27
10941,AW00021940,Alejandro Sharma,61,50 and above,New,21-03-2013,157,1,571,4,4,571,571
6874,AW00017873,Alejandro She,51,50 and above,New,15-07-2013,153,2,4203,4,4,2101.5,467
4443,AW00015442,Alejandro Shen,58,50 and above,New,03-07-2013,154,1,94,3,3,94,94
12924,AW00023923,Alejandro Sun,48,40-49,New,16-06-2013,154,1,1174,2,2,1174,1174
543,AW00011542,Alejandro Tang,46,40-49,New,11-05-2013,155,1,34,3,3,34,34
6311,AW00017310,Alejandro Wang,59,50 and above,VIP,05-06-2013,155,2,6029,3,3,3014.5,223.2963
7456,AW00018455,Alejandro Wu,43,40-49,New,16-11-2013,149,1,64,3,3,64,64
14782,AW00025781,Alejandro Xie,76,50 and above,New,26-07-2013,153,1,40,2,2,40,40
15586,AW00026585,Alejandro Xu,64,50 and above,Regular,18-12-2013,148,2,1903,2,2,951.5,105.7222
5354,AW00016353,Alejandro Xu,45,40-49,New,09-06-2013,155,1,107,3,3,107,107
11177,AW00022176,Alejandro Yang,67,50 and above,New,05-07-2013,154,1,101,4,4,101,101
4030,AW00015029,Alejandro Ye,41,40-49,New,10-06-2013,154,2,3826,3,3,1913,478.25
6548,AW00017547,Alejandro Yuan,59,50 and above,New,13-07-2013,153,1,5,1,1,5,5
7172,AW00018171,Alejandro Zeng,69,50 and above,Regular,31-08-2013,152,2,3319,5,5,1659.5,237.0714
10993,AW00021992,Alejandro Zhang,55,50 and above,New,28-12-2013,148,1,184,5,5,184,184
6788,AW00017787,Alejandro Zhao,53,50 and above,New,15-07-2013,153,2,2726,3,3,1363,340.75
16962,AW00027961,Alejandro Zheng,71,50 and above,New,23-03-2013,157,1,29,2,2,29,29
1305,AW00012304,Alejandro Zhou,68,50 and above,New,28-12-2013,148,2,123,5,5,61.5,41
17913,AW00028912,Alejandro Zhu,70,50 and above,New,02-10-2013,151,1,55,2,2,55,55
10140,AW00021139,Alex Adams,52,50 and above,New,25-08-2013,152,1,1736,2,2,1736,1736
8664,AW00019663,Alex Allen,40,40-49,New,25-08-2013,152,1,70,1,1,70,70
17677,AW00028676,Alex Bailey,53,50 and above,New,21-05-2011,179,1,3578,1,1,3578,3578
16073,AW00027072,Alex Baker,49,40-49,New,02-05-2013,156,1,31,2,2,31,31
5755,AW00016754,Alex Bell,47,40-49,New,02-08-2013,153,2,3118,7,7,1559,779.5
3252,AW00014251,Alex Brooks,78,50 and above,New,06-11-2013,150,1,72,2,2,72,72
985,AW00011984,Alex Campbell,63,50 and above,New,06-05-2013,156,2,4730,6,6,2365,2365
1043,AW00012042,Alex Carter,45,40-49,VIP,12-07-2013,153,2,5975,4,4,2987.5,298.75
17782,AW00028781,Alex Collins,64,50 and above,New,05-08-2013,153,1,2,1,1,2,2
7520,AW00018519,Alex Cook,49,40-49,New,07-12-2013,149,1,2362,4,4,2362,2362
16363,AW00027362,Alex Cooper,48,40-49,New,04-06-2013,155,2,1407,5,5,703.5,234.5
4916,AW00015915,Alex Cox,68,50 and above,New,28-09-2013,151,2,3103,2,2,1551.5,282.0909
3506,AW00014505,Alex Edwards,82,50 and above,New,14-02-2013,158,1,62,3,3,62,62
1366,AW00012365,Alex Evans,73,50 and above,New,06-06-2013,155,2,54,4,4,27,27
3453,AW00014452,Alex Gonzalez,58,50 and above,New,08-07-2013,154,2,3377,4,4,1688.5,482.4286
17057,AW00028056,Alex Gray,67,50 and above,New,27-11-2013,149,1,30,2,2,30,30
9318,AW00020317,Alex Green,74,50 and above,New,28-03-2013,157,1,59,2,2,59,59
15815,AW00026814,Alex Hernandez,55,50 and above,New,13-07-2012,165,1,2049,1,1,2049,2049
8788,AW00019787,Alex Hill,64,50 and above,VIP,30-04-2013,156,2,6054,3,3,3027,318.6316
11057,AW00022056,Alex Howard,41,40-49,New,07-09-2013,152,1,35,2,2,35,35
16398,AW00027397,Alex James,77,50 and above,New,23-11-2013,149,1,33,3,3,33,33
9739,AW00020738,Alex Kelly,48,40-49,New,27-09-2013,151,1,24,3,3,24,24
18273,AW00029272,Alex King,60,50 and above,New,26-08-2013,152,1,39,2,2,39,39
9756,AW00020755,Alex Lopez,65,50 and above,New,17-08-2013,152,1,1164,3,3,1164,1164
8536,AW00019535,Alex Mitchell,53,50 and above,New,15-02-2013,158,1,1170,2,2,1170,1170
7658,AW00018657,Alex Morgan,63,50 and above,New,10-04-2013,156,1,5,1,1,5,5
15551,AW00026550,Alex Morris,43,40-49,New,03-08-2013,153,1,94,3,3,94,94
11239,AW00022238,Alex Murphy,49,40-49,New,27-12-2013,148,1,1155,2,2,1155,1155
11821,AW00022820,Alex Nelson,65,50 and above,New,25-01-2014,147,1,29,2,2,29,29
18253,AW00029252,Alex Parker,59,50 and above,Regular,27-09-2013,151,2,4389,5,5,2194.5,175.56
13523,AW00024522,Alex Perez,46,40-49,New,04-02-2013,159,1,2483,3,3,2483,2483
2424,AW00013423,Alex Peterson,56,50 and above,New,27-01-2014,147,3,173,8,7,57.6667,28.8333
13509,AW00024508,Alex Phillips,44,40-49,New,16-10-2013,150,1,122,4,4,122,122
5067,AW00016066,Alex Ramirez,45,40-49,New,12-09-2013,151,1,612,5,5,612,612
17866,AW00028865,Alex Reed,46,40-49,New,14-06-2013,154,1,31,3,3,31,31
11161,AW00022160,Alex Richardson,42,40-49,New,03-06-2013,155,1,37,3,3,37,37
7554,AW00018553,Alex Roberts,50,50 and above,New,05-10-2013,151,1,1701,1,1,1701,1701
12451,AW00023450,Alex Rogers,57,50 and above,New,05-09-2013,152,1,578,4,4,578,578
2102,AW00013101,Alex Sanchez,63,50 and above,New,18-07-2013,153,2,4736,4,4,2368,1578.6667
10248,AW00021247,Alex Sanders,41,40-49,New,04-10-2013,151,1,15,2,2,15,15
3349,AW00014348,Alex Scott,77,50 and above,New,23-07-2013,153,2,2988,5,5,1494,298.8
9085,AW00020084,Alex Stewart,56,50 and above,New,29-11-2013,149,2,63,5,4,31.5,10.5
7513,AW00018512,Alex Torres,64,50 and above,New,06-12-2013,149,1,2350,2,2,2350,2350
12034,AW00023033,Alex Turner,54,50 and above,New,18-08-2013,152,1,589,4,4,589,589
3543,AW00014542,Alex Ward,47,40-49,New,05-10-2013,151,2,115,5,5,57.5,57.5
14967,AW00025966,Alex Watson,54,50 and above,New,07-07-2013,154,1,27,2,2,27,27
8759,AW00019758,Alex Wright,43,40-49,New,06-03-2013,158,1,79,2,2,79,79
14360,AW00025359,Alex Young,63,50 and above,New,22-05-2013,155,1,25,1,1,25,25
16476,AW00027475,Alexa Bailey,43,40-49,New,26-12-2013,148,1,33,3,3,33,33
10601,AW00021600,Alexa Bell,52,50 and above,New,31-12-2012,160,1,563,3,3,563,563
17875,AW00028874,Alexa Brooks,67,50 and above,New,22-05-2013,155,1,5,1,1,5,5
1047,AW00012046,Alexa Cook,46,40-49,New,18-04-2013,156,2,44,2,2,22,22
3382,AW00014381,Alexa Cooper,64,50 and above,New,17-06-2013,154,2,3330,3,3,1665,370
9506,AW00020505,Alexa Cox,75,50 and above,New,04-04-2013,157,1,65,3,3,65,65
17247,AW00028246,Alexa Gray,58,50 and above,VIP,23-12-2013,148,2,5976,4,4,2988,186.75
4382,AW00015381,Alexa Howard,58,50 and above,New,08-01-2014,148,1,5,1,1,5,5
13335,AW00024334,Alexa James,58,50 and above,New,12-12-2013,148,1,575,2,2,575,575
4076,AW00015075,Alexa Kelly,100,50 and above,New,17-11-2013,149,2,75,3,3,37.5,9.375
11516,AW00022515,Alexa Morris,41,40-49,New,10-08-2013,152,1,554,3,3,554,554
7277,AW00018276,Alexa Murphy,52,50 and above,VIP,30-08-2013,152,2,6106,4,4,3053,234.8462
6189,AW00017188,Alexa Peterson,59,50 and above,Regular,01-08-2013,153,2,3350,3,3,1675,209.375
12686,AW00023685,Alexa Reed,77,50 and above,New,04-09-2013,152,1,30,1,1,30,30
5813,AW00016812,Alexa Richardson,63,50 and above,New,16-02-2013,158,1,1736,2,2,1736,1736
17166,AW00028165,Alexa Rivera,59,50 and above,New,12-08-2011,176,1,3578,1,1,3578,3578
15464,AW00026463,Alexa Rogers,80,50 and above,New,26-09-2013,151,1,27,2,2,27,27
8128,AW00019127,Alexa Sanchez,50,50 and above,New,17-04-2013,156,1,580,3,3,580,580
10742,AW00021741,Alexa Sanders,53,50 and above,Regular,02-03-2013,158,2,4127,3,3,2063.5,165.08
16108,AW00027107,Alexa Stewart,50,50 and above,Regular,22-10-2013,150,2,4455,2,2,2227.5,342.6923
13467,AW00024466,Alexa Travers,60,50 and above,New,04-06-2013,155,2,3337,3,3,1668.5,556.1667
18331,AW00029330,Alexa Ward,40,40-49,New,09-09-2013,152,1,39,2,2,39,39
1518,AW00012517,Alexa Watson,43,40-49,New,19-10-2013,150,1,9,1,1,9,9
11724,AW00022723,Alexander Anderson,77,50 and above,New,29-09-2013,151,1,70,3,3,70,70
9364,AW00020363,Alexander Brown,84,50 and above,New,11-11-2013,149,1,144,3,3,144,144
5748,AW00016747,Alexander Davis,45,40-49,New,30-06-2013,154,1,2480,3,3,2480,2480
12248,AW00023247,Alexander Garcia,54,50 and above,New,11-11-2013,149,1,111,4,4,111,111
9031,AW00020030,Alexander Harris,56,50 and above,New,14-05-2013,155,1,1155,2,2,1155,1155
17794,AW00028793,Alexander Jackson,62,50 and above,New,21-02-2013,158,1,25,1,1,25,25
4275,AW00015274,Alexander Johnson,44,40-49,New,18-05-2013,155,1,114,4,4,114,114
9022,AW00020021,Alexander Jones,49,40-49,New,19-12-2013,148,1,81,3,3,81,81
7357,AW00018356,Alexander Lee,52,50 and above,New,29-12-2013,148,2,150,4,4,75,150
5403,AW00016402,Alexander Martin,53,50 and above,New,28-01-2014,147,2,10,2,2,5,10
13828,AW00024827,Alexander Martinez,55,50 and above,New,07-04-2013,157,1,35,2,2,35,35
15308,AW00026307,Alexander Miller,51,50 and above,New,12-01-2013,159,2,2848,3,3,1424,284.8
4738,AW00015737,Alexander Robinson,79,50 and above,New,29-08-2013,152,2,3117,6,6,1558.5,283.3636
12065,AW00023064,Alexander Rodriguez,83,50 and above,New,11-04-2013,156,1,30,1,1,30,30
7352,AW00018351,Alexander Smith,48,40-49,New,23-11-2013,149,1,2320,1,1,2320,2320
3589,AW00014588,Alexander Taylor,53,50 and above,New,20-09-2013,151,1,40,2,2,40,40
16115,AW00027114,Alexander Thompson,48,40-49,New,29-09-2013,151,2,4464,3,3,2232,405.8182
2714,AW00013713,Alexander Walker,54,50 and above,Regular,20-12-2013,148,2,4828,5,5,2414,268.2222
9488,AW00020487,Alexander White,78,50 and above,New,01-05-2013,156,1,10,1,1,10,10
1878,AW00012877,Alexander Williams,61,50 and above,New,13-06-2013,154,1,30,2,2,30,30
2228,AW00013227,Alexander Wilson,73,50 and above,New,14-04-2013,156,1,72,2,2,72,72
18171,AW00029170,Alexandra Adams,62,50 and above,New,03-07-2011,178,1,3578,1,1,3578,3578
13776,AW00024775,Alexandra Alexander,48,40-49,New,27-01-2014,147,1,37,2,2,37,37
6294,AW00017293,Alexandra Allen,54,50 and above,Regular,22-10-2013,150,2,4417,3,3,2208.5,147.2333
12858,AW00023857,Alexandra Anderson,50,50 and above,New,14-11-2013,149,1,600,4,4,600,600
2379,AW00013378,Alexandra Bailey,66,50 and above,Regular,02-05-2013,156,2,4523,6,6,2261.5,301.5333
15587,AW00026586,Alexandra Baker,44,40-49,New,16-07-2013,153,1,29,1,1,29,29
11269,AW00022268,Alexandra Barnes,51,50 and above,VIP,26-08-2013,152,2,6031,5,5,3015.5,241.24
15127,AW00026126,Alexandra Bell,65,50 and above,New,11-12-2013,148,1,29,1,1,29,29
13962,AW00024961,Alexandra Bennett,73,50 and above,New,04-07-2013,154,1,72,3,3,72,72
11139,AW00022138,Alexandra Brooks,80,50 and above,New,17-04-2013,156,1,37,3,3,37,37
2978,AW00013977,Alexandra Brown,52,50 and above,New,23-06-2013,154,2,4788,6,6,2394,798
1599,AW00012598,Alexandra Bryant,60,50 and above,New,03-10-2013,151,2,43,3,3,21.5,43
5915,AW00016914,Alexandra Campbell,52,50 and above,New,28-11-2013,149,1,2362,4,4,2362,2362
8981,AW00019980,Alexandra Carter,56,50 and above,New,16-01-2014,147,1,94,2,2,94,94
12272,AW00023271,Alexandra Clark,63,50 and above,New,08-08-2013,153,1,50,3,3,50,50
8821,AW00019820,Alexandra Coleman,64,50 and above,New,19-04-2013,156,1,1155,2,2,1155,1155
1549,AW00012548,Alexandra Collins,65,50 and above,New,29-08-2013,152,2,4368,5,5,2184,436.8
6398,AW00017397,Alexandra Cook,50,50 and above,New,27-05-2013,155,1,40,2,2,40,40
8542,AW00019541,Alexandra Cooper,61,50 and above,New,11-11-2013,149,2,131,6,6,65.5,43.6667
13831,AW00024830,Alexandra Cox,55,50 and above,New,13-04-2013,156,1,96,4,4,96,96
1048,AW00012047,Alexandra Davis,46,40-49,New,17-10-2013,150,2,44,2,2,22,8.8
10732,AW00021731,Alexandra Diaz,47,40-49,New,20-12-2013,148,1,15,2,2,15,15
2359,AW00013358,Alexandra Edwards,75,50 and above,New,20-09-2013,151,1,2387,5,5,2387,2387
13323,AW00024322,Alexandra Evans,56,50 and above,New,02-09-2013,152,1,69,2,2,69,69
15166,AW00026165,Alexandra Flores,63,50 and above,Regular,31-10-2013,150,2,1957,3,3,978.5,103
983,AW00011982,Alexandra Foster,63,50 and above,New,02-10-2013,151,2,105,5,5,52.5,105
3108,AW00014107,Alexandra Garcia,45,40-49,New,19-03-2013,157,1,819,4,4,819,819
